NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
BB162143,BILINGUAL BUDS INC,175 RIVERSIDE BLVD,NEW YORK,NY,NEW YORK
BB162155,COUNTRY CLASSROOM,1687 HUNTERSLAND RD,MIDDLEBURGH,NY,SCHOHARIE
BB162201,YESHIVAT TIFERET SHMUEL EZRA,835 FOREST HILL RD,STATEN ISLAND,NY,RICHMOND
BB140770,A CHILDS PLACE TOO,3220 108TH ST,EAST ELMHURST,NY,QUEENS
A1302005,ABUNDANT LIFE ACADEMY,389 BROADWAY,KINGSTON,NY,ULSTER
A1502426,AICHHORN SCHOOL (THE),23 W 106TH ST,NEW YORK,NY,NEW YORK
A1502431,ALL SAINTS SCHOOL,1112 BROAD ST,ENDICOTT,NY,BROOME
A1390255,AUGUSTAN CLASSICAL ACADEMY,7 N MAIN ST,MECHANICVILLE,NY,SARATOGA
BB140791,BAIS YAAKOV ATERES MIRIAM,1214 HEYSON RD,FAR ROCKAWAY,NY,QUEENS
A1502439,BAIS YAAKOV ELEM SCHOOL OF ROCKLAND,70 HIGHVIEW ROAD,MONSEY,NY,ROCKLAND
A1502440,BAIS YAAKOV HIGH SCHOOL OF SOUTH FALLSBURG,243 BRICKMAN RD.,FALLSBURG,NY,SULLIVAN
940168,BALDWINSVILLE CHRISTIAN ACADEMY,7312 VAN BUREN RD,BALDWINSVILLE,NY,ONONDAGA
A1502442,BAS MIKROH,28 W MAPLE AVE,MONSEY,NY,ROCKLAND
A1502443,BE'ER MIRIAM,287 HEYWARD STREET,BROOKLYN,NY,KINGS
A1302017,BE'ER MIRIAM,287 HEYWARD,BROOKLYN,NY,KINGS
A1502451,BNOS SPINKA,127 WALLABOUT ST,BROOKLYN,NY,KINGS
A1502452,BNOS SPINKA BOYS SCHOOL,127 WALLABOUT STREET,BROOKLYN,NY,KINGS
A1502453,BNOS YAAKOV EDUCATIONAL CENTER,62 HARRISON AVE,BROOKLYN,NY,KINGS
A1502454,CONGREGATION MACHNA SHALVA (GIRLS DEPT.),1462 62ND ST & 1363 50TH ST.,BROOKLYN,NY,KINGS
A1302040,CONGREGATION MACHON TIFERES BACHURIM,17 CAMEO RIDGE RD,MONSEY,NY,ROCKLAND
A1302041,CONGREGATION MESIFTA OHR HATALMUD,701 BLOOMING GROVE TPKE TURPK,NEW WINDSOR,NY,ORANGE
A1502482,CREATIVE MINDS MONTESSORI SCHOOL,169 GENESEE ST,AUBURN,NY,CAYUGA
BB140793,DARCHEI TORAH,1717 PLAINVIEW AVE,FAR ROCKAWAY,NY,QUEENS
A1502483,DAYTOP PREP SCHOOL,620 ROUTE 303,BLAUVELT,NY,ROCKLAND
A1502484,DEER CROSSING AMISH SCHOOL,175 POLLOCK RD,MADRID,NY,ST. LAWRENCE
A1302045,DOMINICAN ACADEMY,44 E 68TH ST,NEW YORK,NY,NEW YORK
A1502486,EISEK HATORAH D'RACHMISTRIVKA,8101 AVENUE K,BROOKLYN,NY,KINGS
A1302049,EMANUEL MILLER,CARSON RD,ANGELICA,NY,ALLEGANY
A1501991,DETROIT CHRISTIAN SCHOOLS OF EXCELLENCE,19370 GREENFIELD,DETROIT,MI,WAYNE
A1501994,DETROIT COUNTRY DAY LOWER,3003 W MAPLE RD,BLOOMFIELD HILLS,MI,OAKLAND
A1370942,FOLLOW THE CHILD MONTESSORI SCHOOL,985 N LATSON RD,HOWELL,MI,LIVINGSTON
A1502018,INTERNATIONAL ISLAMIC ACADEMY,14350 TIREMAN ST,DETROIT,MI,WAYNE
A1370974,KINDER CARE LEARNING CENTER #808,13830 19 MILE RD,STERLING HEIGHTS,MI,MACOMB
A1502026,LAKE MICHIGAN CATHOLIC SCHOOL,915 PLEASANT ST.,SAINT JOSEPH,MI,BERRIEN
A1302080,JOHN A COLEMAN SCHOOL,300 CORPORATE BLVD S,YONKERS,NY,WESTCHESTER
A1502523,KID ESTEEM MONTESSORI SCHOOL,175 S 11TH ST,LINDENHURST,NY,SUFFOLK
A1302083,LONGVIEW SCHOOL,83 MAIN ST,BREWSTER,NY,PUTNAM
A1502531,MANHATTAN CHILDREN'S CENTER (THE),111 WEST 92,NEW YORK NEW YORK,NY,NEW YORK
A1302084,MANHATTAN COUNTRY SCHOOL,7 E 96TH ST,NEW YORK,NY,NEW YORK
A1101686,MAVAKSHAI HASHEM,550 OCEAN PKWY,BROOKLYN,NY,KINGS
A1502535,MESILAS BAIS YAAKOV,420 19TH ST,BROOKLYN,NY,KINGS
A1502536,MESIVTA AHAVAS HATORAH,720 UNION RD,SPRING VALLEY,NY,ROCKLAND
A1101688,MESIVTA MAAMAR MORDECHAI,113 MAPLE AVE,SPRING VALLEY,NY,ROCKLAND
A1502538,MESIVTA NESIVOS HATALMUD,1228 36TH ST,BROOKLYN,NY,KINGS
A1502539,MESIVTA OF YESHIVA D'MONSEY,2 ROMAN BLVD,MONSEY,NY,ROCKLAND
A1502543,MESIVTA YAM HATORAH,2716 HEALY AVE,FAR ROCKAWAY,NY,QUEENS
BB121527,MONTGOMERY ACADEMY,414 UTICA AVE,BROOKLYN,NY,KINGS
A1502554,NEW YORK SCHOOL FOR THE DEAF,555 KNOLLWOOD RD,WHITE PLAINS,NY,WESTCHESTER
A1502564,PECONIC COMMUNITY SCHOOL,269 MAIN ROAD,AQUEBOGUE,NY,SUFFOLK
A1502565,PINE GLEN MENNONITE SCHOOL,1045 PRE EMPTION ROAD,DUNDEE,NY,YATES
BB121763,PLEASANT LEARN AND PLAY CENTER,12603 MERRICK BLVD,JAMAICA,NY,QUEENS
A1502566,PLEASANT VIEW SCHOOL,STATE RT 184,HEUVELTON,NY,ST. LAWRENCE
A1302096,PLIMPTON SCHOOL,COUNTY ROUTE 10,DE PEYSTER,NY,ST. LAWRENCE
A1502568,QUAD PREPARATORY SCHOOL (THE),325 E 6TH ST,NEW YORK,NY,NEW YORK
A1502570,RAMAZ LOWER SCHOOL,125 E 85TH ST,NEW YORK,NY,NEW YORK
A1502572,RISING STARS ISLAMIC SCHOOL,166-26 89TH AVE.,JAMAICA,NY,QUEENS
A1302099,ROCHESTER SCHOOL FOR THE DEAF,1545 SAINT PAUL ST,ROCHESTER,NY,MONROE
A1502573,ROCKLAND JEWISH ACADEMY,450 W NYACK RD STE 25,WEST NYACK,NY,ROCKLAND
A1502576,ST ALBANS SCHOOL,317 E 50TH ST,NEW YORK,NY,NEW YORK
BB140708,SALVE REGINA CATHOLIC ACADEMY,237 JEROME ST,BROOKLYN,NY,KINGS
A1101716,SARAH LAWRENCE EARLY CHILDHOOD CENTER,1 MEAD WAY,BRONXVILLE,NY,WESTCHESTER
A1502583,SCIENCE- LANGUAGE- ARTS INTERNATIONA,126 SAINT FELIX ST,BROOKLYN,NY,KINGS
A1502585,SHEFA SCHOOL,180 AMSTERDAM AVE,NEW YORK,NY,NEW YORK
A1302108,SCHECHTER SCHOOL OF LONG ISLAND,1 BARBARA LANE,JERICHO,NY,NASSAU
A1502592,ST ANN'S ACADEMY,41 GENESEE ST.,HORNELL,NY,STEUBEN
A1502593,ST CATHERINE GENOA-ST THERESE LISIEU,4410 AVENUE D,BROOKLYN,NY,KINGS
A1302122,SUNNY VIEW MENNONITE SCHOOL,2051 PORTERS CORNERS RD,DUNDEE,NY,YATES
A1502608,SUNSHINE ALTERNATIVE EDUCATION CENTER,468 BOYLE RD,PORT JEFFERSON STATION,NY,SUFFOLK
A1502030,LEARNING DISABILITIES CLINIC- INC.,25611 COOLIDGE HWY,OAK PARK,MI,OAKLAND
A1502033,LIVONIA MONTESSORI SCHOOL,31840 7 MILE RD,LIVONIA,MI,WAYNE
A1399032,LOVING ARMS MONTESSORI,18940 MARLOWE ST,DETROIT,MI,WAYNE
A1301693,MESIVTA OF TOLEDO,4200 WALNUT LAKE RD,WEST BLOOMFIELD,MI,OAKLAND
A1370999,MONTESSORI CHILDREN'S HOUSE OF LENAWEE,1008 W MAPLE AVE,ADRIAN,MI,LENAWEE
A1371001,MONTESSORI SCHOOL OF CLARKSTON,10439 ORTONVILLE RD,CLARKSTON,MI,OAKLAND
A1371002,MORGANS EARLY LEARNING CENTER,1442 W HILL RD,FLINT,MI,GENESEE
A1371018,OUR KIDZ WORLD LEARNING CENTER,16060 MOROSS RD,DETROIT,MI,WAYNE
A1371031,PLYMOUTH/CANTON MONTESSORI,45245 JOY RD,CANTON,MI,WAYNE
A1502062,POTTERS HOUSE HIGH SCHOOL,2500 NEWPORT ST SW,WYOMING,MI,KENT
A1371035,PREMIER ACADEMY - OAKLAND,44 W SNELL RD,OAKLAND TOWNSHIP,MI,OAKLAND
A1301700,SACRED HEART SCHOOL,200 S FRANKLIN ST,MOUNT PLEASANT,MI,ISABELLA
A1502069,SHALOM BAPTIST CHURCH SCHOOL,3400 MORGAN RD,LAKE ORION,MI,OAKLAND
A1502070,SHRINE ACADEMY,3500 W 13 MILE RD,ROYAL OAK,MI,OAKLAND
A1301701,ST CATHERINE OF SIENA ACADEMY,28200 NAPIER RD,WIXOM,MI,OAKLAND
A1371046,ST JOHN CATHOLIC MONTESSORI PRESCHOOL/CHILD DEVEL,505 N DAYTON ST,DAVISON,MI,GENESEE
A1301706,THE NEW MILLENNIUM ACADEMY,3427 ADAMS AVE,SAGINAW,MI,SAGINAW
A1301707,THUMB AMISH PAROCHIAL SCHOOL,3124 HURON LINE RD,CASS CITY,MI,HURON
A1301708,TREE OF LIFE SCHOOL,2001 CAMERON ST,KALAMAZOO,MI,KALAMAZOO
A1502094,VALLEY SCHOOL,5255 LINDEN RD,SWARTZ CREEK,MI,GENESEE
2037924,WIXOM CHRISTIAN SCHOOL,620 N WIXOM RD,WIXOM,MI,OAKLAND
BB121620,TALMUD TORAH BNEI ZION,5815 20TH,BROOKLYN,NY,KINGS
A1502609,TALMUD TORAH BNEI ZION D'BOBOV,1315 43RD ST,BROOKLYN,NY,KINGS
A1502610,TALMUD TORAH ME'OR HACHAIM VIZNITZ,15 ELYON RD,MONSEY,NY,ROCKLAND
A1502611,THE BIRCH WATHEN LENOX SCHOOL,210 E 77TH ST,NEW YORK,NY,NEW YORK
A1502617,TORAH HIGH SCHOOL LONG BEACH,205 WEST BEECH ST.,LONG BEACH,NY,NASSAU
A1502619,TORAH VYIRAH OF BORO PARK,1348 53RD ST,BROOKLYN,NY,KINGS
A1502622,TRUMANSBURG MONTESSORI SCHOOL,66 CAYUGA ST,TRUMANSBURG,NY,TOMPKINS
A1502627,UPSTATE CEREBRAL PALSY INC,1601 ARMORY DRIVE,UTICA,NY,ONEIDA
A1502628,UPWARD LOOK CHRISTIAN ACADEMY,3670 RTE 206,GREENE,NY,BROOME
A1302130,WELLSPRING ELEMENTARY,9020 191ST ST,HOLLIS,NY,QUEENS
A1502633,WEST BRANCH PAROCHIAL SCHOOL,5805 BELCHER RD.,LEE CENTER,NY,ONEIDA
BB162232,KINDERCARE,3330 MEDINA RD,MEDINA,OH,MEDINA
BB162235,SACRED HEART OF JESUS,110 HUMBOLT AVE,WADSWORTH,OH,MEDINA
A1502784,565 ACADEMY,3700 DORR ST,TOLEDO,OH,LUCAS
A1302240,ANDERSON SCHOOL,10795 LAUTENSCHLAGER RD,APPLE CREEK,OH,WAYNE
A1302242,APPLE GROVE,12899 HACKET RD,ORRVILLE,OH,WAYNE
A1302243,APPLE GROVE SCHOOL,CREEK RD,PIERPONT,OH,ASHTABULA
A1302244,APPLE HILL,8164 TR 662,DUNDEE,OH,HOLMES
A1302245,ASHERY,9135 TR 652,FREDERICKSBURG,OH,HOLMES
BB160498,YESHIVA BEIS DOVID SHLOMO,292 NORTON STREET,NEW HAVEN,CT,NEW HAVEN
BB160499,PATHWAY SCHOOL,1 MAPLE ST,EAST HAVEN,CT,NEW HAVEN
A1390070,ALL NATIONS CHRISTIAN ACADEMY,358 LENOX ST,NEW HAVEN,CT,NEW HAVEN
A1500658,BAIS YAAKOV OF WATERBURY HIGH SCHOOL,66 BUCKINGHAM ST,WATERBURY,CT,NEW HAVEN
A1500659,BENHAVEN ACADEMY SITE 2,50 N PLAINS INDUSTRIAL HWY,WALLINGFORD,CT,NEW HAVEN
A1592077,CORNERSTONE CHRISTIAN MONTESSORI SCHOOL,23830 CR 106,ELKHART,IN,ELKHART
A1592079,PROJECT LIBERTAS,612 W 42ND ST,INDIANAPOLIS,IN,MARION
BB161105,ELKHART ADVENTIST CHRISTIAN SCHOOL,"3601 E. BRISTOL, STREET",ELKHART,IN,ELKHART
BB161111,CROSSING SCHOOL OF BUSINESS AND ENTREPRENEURSHIP,2930 NAPPANEE ST,ELKHART,IN,ELKHART
BB161112,NORTHERN MAPLE CHRISTIAN SCHOOL,60536 CR 113,ELKHART,IN,ELKHART
BB161113,HILLSIDE MENNONITE W,26328 CR 38,GOSHEN,IN,ELKHART
BB161114,CLINTON CENTER AMISH,63452 CR 37,GOSHEN,IN,ELKHART
BB161116,COUNTRY LANE SCHOOL,12930 CR 30,MIDDLEBERRY,IN,ELKHART
A1301505,COASTAL STUDIES FOR GIRLS,308 WOLFES NECK ROAD,FREEPORT,ME,CUMBERLAND
A1301507,GLENN STRATTON LEARNING CENTER,16 PRESCOTT DRIVE,HINCKLEY,ME,SOMERSET
A0304073,GREATER LINCOLN CHRISTIAN ACADEMY,RIVER ROAD,LINCOLN,ME,PENOBSCOT
A1301508,JUNIPER HILL SCHOOL,180 GOLDEN RIDGE RD,ALNA,ME,LINCOLN
A1501779,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,16 KIDSPACE WAY,ELLSWORTH,ME,HANCOCK
A0501783,SPURWINK SCHOOL--CHELSEA,31 SPURWINK DR,CHELSEA,ME,KENNEBEC
A1392027,THE EDDY,8 BEAR RIVER RD,NEWRY,ME,OXFORD
A1501785,WAYFINDER SCHOOL AT OPPORTUNITY FARM,215 GLOUCESTER HILL RD.,NEW GLOUCESTER,ME,CUMBERLAND
A1502794,AUBURN HILLS SCHOOL,10895 HILLTOP RD SW,BALTIC,OH,TUSCARAWAS
A1302247,BADDOW PASS,14338 COUNTY ROAD 75,BRINKHAVEN,OH,HOLMES
A1302248,BARNES CORNER,13352 MADISON RD,MIDDLEFIELD,OH,GEAUGA
A1302249,BARRS MILLS SCHOOL,9185 BARRS MILLS ROAD,SUGARCREEK,OH,TUSCARAWAS
A1502797,TOWNLINE SCHOOL,BECKWITH RD,PIERPONT,OH,ASHTABULA
A1302250,BEECH GROVE,7373 KIDRON RD,APPLE CREEK,OH,WAYNE
A1302252,BELL VALLEY,1708 TR 164,SUGARCREEK,OH,HOLMES
A1502800,JFK-LOWER CAMPUS,3000 REEVES RD NE,WARREN,OH,TRUMBULL
A1302255,C/O ADEN A E YODER BLESSING ACRES,6722 PR 387,MILLERSBURG,OH,HOLMES
A1502804,BOONETOWN SCHOOL,8718 COUNTY RD 77,FREDERICKSBURG,OH,HOLMES
A1502805,BOOTH SCHOOL,74186 OLD 21,KIMBOLTON,OH,GUERNSEY
A1302257,BREEZEWAY SCHOOL,12605 NISLEY RD,FREDERICKSBURG,OH,WAYNE
A1302258,BREEZY KNOLL SCHOOL,32900 COUNTY RD 126,MILLERSBURG,OH,COSHOCTON
A1302259,BRIDGE WAY,2791 S KANSAS RD,APPLE CREEK,OH,WAYNE
A1302262,BRUSH RUN,2310 TR 173,SUGARCREEK,OH,HOLMES
A1302263,BUCKEYE,2969 TR 163,BALTIC,OH,HOLMES
A1502809,BUENA VISTA,6381 CR 203,MILLERSBURG,OH,HOLMES
A1302265,CALMOUTIER,11260 ABRAHAM RD,FREDERICKSBURG,OH,WAYNE
A1502812,CALVARY ACADEMY- THE,11970 KENN RD,CINCINNATI,OH,HAMILTON
A1300530,CHAPEL HAVEN SCHOOL,1040 WHALLEY AVE,NEW HAVEN,CT,NEW HAVEN
A1500661,COLONIAL HILLS CHRISTIAN ACADEMY,40 STADLEY ROUGH RD,DANBURY,CT,FAIRFIELD
A1300533,COVENANT PREPARATORY SCHOOL,135 BROAD ST STE 1,HARTFORD,CT,HARTFORD
A1500665,CROSSWAY CHRISTIAN ACADEMY,250 E PUTNAM RD,PUTNAM,CT,WINDHAM
A1500668,ENFIELD CDT,72 SHAKER RD SUITE 7,ENFIELD,CT,HARTFORD
A1500669,EZRA ACADEMY,75 RIMMON RD,WOODBRIDGE,CT,NEW HAVEN
A1300534,FUTURES SCHOOL,1030 NEW BRITAIN AVE STE 102,WEST HARTFORD,CT,HARTFORD
A1300535,GRACE ACADEMY,277 MAIN ST,HARTFORD,CT,HARTFORD
A1500672,GREENWICH ACADEMY,200 N MAPLE AVE,GREENWICH,CT,FAIRFIELD
A1500677,HOLY SPIRIT GRADE SCHOOL,403 SCOFIELDTOWN RD,STAMFORD,CT,FAIRFIELD
A0900687,JEWISH HIGH SCHOOL OF CONNECTICUT,1937 W MAIN ST,STAMFORD,CT,FAIRFIELD
A1500680,JOSHUA CENTER THAMES VALLEY,11A STOTT AVE,NORWICH,CT,NEW LONDON
A1170641,KINDERCARE LEARNING CENTER #310676,39 WELLINGTON RD,MILFORD,CT,NEW HAVEN
A1300540,LIGHTHOUSE VOC-ED CENTER (SITE 3),58 PENNSYLVANIA AVE,NIANTIC,CT,NEW LONDON
A1500683,MERCAZ COMMUNITY HIGH SCHOOL FOR JEWISH STUDIES,2385 PARK AVE,BRIDGEPORT,CT,FAIRFIELD
A1592016,CITY GATE SCHOOL,16400 NW 15TH AVE,MIAMI,FL,MIAMI-DADE
A1592018,CONNECTIONS EDUCATION  CTR  OF THE PALM BEACHES,5841 CORPORATE WAY STE 101,WEST PALM BEACH,FL,PALM BEACH
A1592019,COVENANT ACADEMY,5495 PARK BOULEVARD,PINELLAS PARK,FL,PINELLAS
A1592023,"DREAMERS VISION ACADEMY, INC.",4449 LINCREST DRIVE SOUTH,JACKSONVILLE,FL,DUVAL
A1592024,FRENCH AMERICAN INTERNATIONAL SCHOOL,2500 NW 5TH AVE,BOCA RATON,FL,PALM BEACH
A1592026,JUANITA G HAWKINS ACADEMY,13350 SW 288TH ST,HOMESTEAD,FL,MIAMI-DADE
A1592029,M.O.T. ACADEMY,14202 SW 62 STREET,MIAMI,FL,MIAMI-DADE
A1592031,MIAMI COUNTRY DAY SCHOOL,601 NE 107TH STREET,MIAMI,FL,MIAMI-DADE
A1592035,PECULIAR PRIESTHOOD ACADEMY,P. O. BOX 61495,PALM BAY,FL,BREVARD
A1592038,SHANTI KIDS PRESCHOOL,2863 WEST SECOND AVE,HIALEAH,FL,MIAMI-DADE
A1592040,ATAP ACADAMY,11005 SW 186TH ST,MIAMI,FL,MIAMI-DADE
A1592041,AMERICAN ACADEMY OF PINECREST,12651 S DIXIE HWY,MIAMI,FL,MIAMI-DADE
BB160543,CONTINENTAL ACADEMY,15327 NW 60TH AVE # 235,MIAMI LAKES,FL,MIAMI-DADE
BB160547,PARADISE CHRISTIAN SCHOOL,6184 WEST 21ST COURT,HIALEAH,FL,MIAMI-DADE
BB160570,EBENEZER CHRISTIAN ACADEMY II,180 NW 40TH ST,MIAMI,FL,MIAMI-DADE
BB160577,THE GORDON SCHOOL OF BETH DAVID CONGREGATION,2625 SW 3RD AVE,MIAMI,FL,MIAMI-DADE
BB160592,DIRECTOR MIDDLE SCHOOL,2045 SOUTH BAYSHORE DRIVE,COCONUT GROVE,FL,MIAMI-DADE
BB160604,MARC ARIEL SCHOOL,1849 W. FLAGLER ST.,MIAMI,FL,MIAMI-DADE
BB160648,ALPHA EDUCATIONAL CENTER,2975 NW 62ND ST,MIAMI,FL,MIAMI-DADE
BB160658,WINDSOR ACADEMY,7900 NW 27TH AVE STE D5,MIAMI,FL,MIAMI-DADE
BB160672,THE MONTESSORI GARDEN SCHOOL,8250 SW 40 ST,MIAMI,FL,MIAMI-DADE
BB160720,PERFECT PLACE FOR KIDS,18425 NW 2ND AVE SUITE 112,MIAMI,FL,MIAMI-DADE
BB160731,CARPE DIEM ACADEMY,11025 SW 84 STREET COTTAGE #8,MIAMI,FL,MIAMI-DADE
BB160733,HAPPY FACES ACADEMY LLC,9557 SW 72ND STT,MIAMI,FL,MIAMI-DADE
A1100666,MOT ACADEMY,14202 SW 62ND ST,MIAMI,FL,MIAMI-DADE
BB160737,CASA MONTESSORI ACADEMY,12200 SW 56TH ST,MIAMI,FL,MIAMI-DADE
BB160766,THE TREE OF KNOWLEDGE CENTER,2636 NE 205TH ST,MIAMI,FL,MIAMI-DADE
BB160777,KIDS PARADISE LEARNING CENTER,13455 SW 136TH ST,MIAMI,FL,MIAMI-DADE
BB160798,ONE TEAM CHRISTIAN ACADEMY,1089 PONCE DE LEON BLVD,BROOKSVILLE,FL,HERNANDO
A1500737,FLORIDA AUTISM CENTER,2013 MICCOSUKEE RD,TALLAHASSEE,FL,LEON
A1100485,FLORIDA AUTISM CENTER,1708 LEXINGTON GREEN LN,SANFORD,FL,SEMINOLE
A1500739,30A LEARNING ACADEMY,7 TOWN CENTER LOOP UNIT C15,SANTA ROSA BEACH,FL,WALTON
A1300969,WORLD MISSION OF JESUS CHRIST CHRISTIAN ACADEMY,13850 NW 26TH AVE,OPA LOCKA,FL,MIAMI-DADE
A1300577,ACE ACADEMY SOUTH,303 W. PALM DR.,FLORIDA CITY,FL,MIAMI-DADE
A1392012,ADVANCE CHRISTIAN ACADEMY,14420 NW 7TH AVE,MIAMI,FL,MIAMI-DADE
A1500755,ADVANCE LEARNING ACADEMY,613 CONCOURSE PKWY S,MAITLAND,FL,ORANGE
A1300582,ALANE ACADEMY,316 TERRELL RD,WAUCHULA,FL,HARDEE
A1300583,ALBERTO'S DREAM CHILDCARE AND LEARNING  CTR,1253 NE 112TH ST,MIAMI,FL,MIAMI-DADE
A1300585,ALEGRIA MONTESSORI SCHOOL,3200 58TH AVE S,ST PETERSBURG,FL,PINELLAS
A1500756,ALL GOD'S CHILDREN CHRISTIAN ACADEMY,1071 NW 119TH ST,MIAMI,FL,MIAMI-DADE
A1500759,AMBERWOOD PRESCHOOL ACADEMY,4939 N UNIVERSITY DR,LAUDERHILL,FL,BROWARD
A1300596,AMERICA'S LITTLE LEADERS,1527 GANDY ST,JACKSONVILLE,FL,DUVAL
A1300597,AMERICAN HIGH SCHOOL,7777B DAVIE ROAD EXT STE 201B,HOLLYWOOD,FL,BROWARD
A1500761,AMERICAN INTERNATIONAL SCHOOL,1825 NW CORPORATE BLVD. SUITE 110,"BOCA RATON, FLORIDA",FL,PALM BEACH
A1300600,ANGELS LOVE CARE,6900 W 32ND AVE 18-25,HIALEAH,FL,MIAMI-DADE
A1370079,ANOINTED WORD FAITH ACADEMY,PO BOX 1509,APOPKA,FL,ORANGE
A1500782,BALDWIN ACADEMY,5835 N UNIVERSITY DR,TAMARAC,FL,BROWARD
A1500787,BEAR LAKE CHRISTIAN SCHOOL,1251 BEAR LAKE RD,APOPKA,FL,SEMINOLE
A1370088,BEAR LAKE MONTESSORI ACADEMY,3320 E SEMORAN BLVD UNIT 1020,APOPKA,FL,SEMINOLE
A1370093,BERRY TASHEBA/DBA NEXT2MOM LEARNING  CTR  INC,5206 FLAGLER ST,HOLLYWOOD,FL,BROWARD
A1300608,BETHEL CHRISTIAN ACADEMY,312 N DUSS STREET,NEW SMYRNA BEACH,FL,VOLUSIA
A1300609,BETHLEHEM JUNIOR ACADEMY,6855 W COMMERCIAL BLVD,TAMARAC,FL,BROWARD
A1300612,BLAKE MEMORIAL DAY SCHOOL,134 N EUCLID AVE,LAKE HELEN,FL,VOLUSIA
A1300615,BOLA CHILDCARE LEARNING CENTER,70 NE 80TH TER,MIAMI,FL,MIAMI-DADE
BB130125,THE BOLLES SCHOOL,7400 SAN JOSE BLVD,JACKSONVILLE,FL,DUVAL
A1300618,BREVARD ACADEMY,3453 W NEW HAVEN AVE STE B,WEST MELBOURNE,FL,BREVARD
A1500802,BRIDGE TO ABILITY,32506 COUNTY ROAD 473,LEESBURG,FL,LAKE
A1500803,BRIDGE TO INDEPENDENCE INC.,1780 MERCY DR,ORLANDO,FL,ORANGE
A1300620,BRIGHT LEARNING - CYBER HIGH SCHOOL,7300 ALOMA AVE,WINTER PARK,FL,ORANGE
A1500805,BRILLIANT MINDS EARLY LEARNING ACADEMY,5900 SUNDANCE BLVD,MULBERRY,FL,POLK
263547,BRITO MIAMI PRIVATE SCHOOL,2732 SW 32ND AVE,MIAMI,FL,MIAMI-DADE
A1500808,BROWARD CHILDREN'S CENTER INC,3891 STIRLING RD,FORT LAUDERDALE,FL,BROWARD
BB120556,BUMBLE BEE DAYCARE LEARNING CENTER,12332 QUAIL ROOST DR,MIAMI,FL,MIAMI-DADE
A0740048,CALVARY CHRISTIAN SCHOOL,111 S AUTO DR,BOISE,ID,ADA
A0770790,KING'S KIDS PRESCHOOL & KINDERGARTEN,50 W SPICEWOOD DR.,MERIDIAN,ID,ADA
A1501742,APOSTOLIC CHRISTIAN ACADEMY,1214 LARURENT STREET,OPLOUS,LA,ST. LANDRY
A1501766,ST KATHARINE DREXEL PREPAROTORY SCHOOL,5116 MAGAZINE ST,NEW ORLEANS,LA,ORLEANS
A1501772,ST LILLIAN ACADEMY,8130 KELWOOD AVE,BATON ROUGE,LA,EAST BATON ROUGE
A1300631,CHILDREN'S ACADEMY,506 LIMONA RD,BRANDON,FL,HILLSBOROUGH
A1501773,THE CHURCH ACADEMY,13423 HIGHWAY 431,SAINT AMANT,LA,ASCENSION
A1501774,THE EMERGE CENTER,7784 INNOVATION PARK DR,BATON ROUGE,LA,EAST BATON ROUGE
A1300632,CHILDREN'S KINGDOM ENRICHMENT CENTER,8080 NW 155TH ST,MIAMI LAKES,FL,MIAMI-DADE
A1501776,UNIVERSITY ACADEMY OF CENLA,141 MIDDLETON DR.,ALEXANDRIA,LA,RAPIDES
A1300633,CHILDREN'S PARADISE LEARNING CENTER,8155 W 12TH AVE,HIALEAH,FL,MIAMI-DADE
A1501778,UPPER LAFAYETTE ACADEMY,498 ACORN DR,LAFAYETTE,LA,LAFAYETTE
A1370131,CHILDREN'S PARADISE LEARNING CENTER I #4,470 W 49TH ST B,HIALEAH,FL,MIAMI-DADE
A1500823,CHILDREN'S PLACE LEARNING CENTER,8335 CORAL WAY,MIAMI,FL,MIAMI-DADE
BB120452,CHILDRENS CHRISTIAN SHOOLHOUSE,380 W 21ST ST,HIALEAH,FL,MIAMI-DADE
A1500824,CHOO-CHOO LEARNING STATION,7250 W 24TH AVE STE 12,HIALEAH,FL,MIAMI-DADE
A1300635,CHRIST CHILDREN ACADEMY,2900 NW 183RD ST,MIAMI GARDENS,FL,MIAMI-DADE
A1392014,CHRISTIAN ACADEMY OF HOPE,907 SW 3RD ST,OCALA,FL,MARION
A1300638,CHRISTIAN LIFE ACADEMY,1244 W. JEFFERSON ST,BROOKSVILLE,FL,HERNANDO
A1300649,CONNECTING GENERATIONS AND NATIONS ACADEMY,4635 N US HWY 1,PALM SHORES,FL,BREVARD
A1500838,CORNERSTONE CHRISTIAN ACADEMY,2600 N HIGHLANDS BLVD,AVON PARK,FL,HIGHLANDS
A1300653,CORNERSTONE NEIGHBORHOOD SCHOOL,2103 GRAND STREET,JACKSONVILLE,FL,DUVAL
A1500840,CORNERSTONE PRESCHOOL LLC,153 NW 12TH ST,POMPANO BEACH,FL,BROWARD
A1300658,CRANIUM ACADEMY,4068 WINTER GARDEN VINELAND RD,WINTER GARDEN,FL,ORANGE
A1500842,CREATION KIDS VILLAGE,599 CELEBRATION PL,CELEBRATION,FL,OSCEOLA
A1500855,DARBY CHRISTIAN ACADEMY,14745 BELLAMY BROTHERS BLVD,DADE CITY,FL,PASCO
A1500857,DARUL ULOOM OF OCALA FL INC.,500 N. W. 76 TERRACE,OCALA,FL,MARION
A1300671,DE LASALLE ACADEMY OF FORT MYERS,6401 TECHSTER BLVD,FORT MYERS,FL,LEE
