NAME,ADDRESS,CITY,STATE,COUNTY
JAHN ELEM SCHOOL,3149 N WOLCOTT AVE,CHICAGO,IL,COOK
SOUTH ELEM SCHOOL,266 LINDEN AVE,GLENCOE,IL,COOK
CASEY-WESTFIELD JR/SR HS,306 E EDGAR AVE,CASEY,IL,CLARK
LINCOLN MIDDLE SCHOOL,6432 16TH ST,BERWYN,IL,COOK
ROCHESTER ELEM EC-1 SCH,707 W MAIN ST,ROCHESTER,IL,SANGAMON
HUFFMAN ELEM SCHOOL,600 SAINT ROBERT DR,CAHOKIA,IL,ST. CLAIR
CARY JR HIGH SCHOOL,2109 CRYSTAL LAKE RD,CARY,IL,MCHENRY
MARTIN L KING ELEM SCHOOL,14600 SEELEY AVE,DIXMOOR,IL,COOK
LEDGEWOOD ELEM SCHOOL,11685 S GATE RD,ROSCOE,IL,WINNEBAGO
FREMONT ELEM SCHOOL,28908 N FREMONT CTR,MUNDELEIN,IL,LAKE
DELTA LEARNING CENTER,3940 W 137TH ST,ROBBINS,IL,COOK
NATHANIEL HAWTHORNE EC SCHOOL,200 GLENDALE ST,WHEELING,IL,COOK
WILLOW GROVE ELEM SCHOOL,815 W 7TH ST,CENTRALIA,IL,CLINTON
PAYTON COLLEGE PREPARATORY HS,1034 N WELLS ST,CHICAGO,IL,COOK
COLEMON J ELEM ACADEMY,1441 W 119TH ST,CHICAGO,IL,COOK
CREATIVE CENTER FOR CHILDREN,300 S EADS AVE,PARIS,IL,EDGAR
JOHN JAY ELEM SCHOOL,1835 W PHEASANT TRL,MT PROSPECT,IL,COOK
SIGNAL HILL ELEM SCHOOL,40 SIGNAL HILL PL,BELLEVILLE,IL,ST. CLAIR
IYC KEWANEE,2021 KENTVILLE RD,KEWANEE,IL,HENRY
MEADOW VIEW ELEMENTARY SCHOOL,2501 MIRAGE AVE,PLAINFIELD,IL,WILL
PASTEUR ELEM SCHOOL,5825 S KOSTNER AVE,CHICAGO,IL,COOK
SANGAMON VALLEY EAST ELEM SCHOOL,PO BOX 79,HARRISTOWN,IL,MACON
BROOKS COLLEGE PREP ACADEMY HS,250 E 111TH ST,CHICAGO,IL,COOK
GARFIELD ELEM SCHOOL,543 HANNAH AVE,FOREST PARK,IL,COOK
OAK PARK & RIVER FOREST HIGH SCH,201 N SCOVILLE AVE,OAK PARK,IL,COOK
REGL INST SCHOLASTIC EXCELLENCE,11218 S RIDGELAND,WORTH,IL,COOK
OSWEGO GOAL,4209 STATE ROUTE 71,OSWEGO,IL,KENDALL
ELIZABETH EICHELBERGER ELEM SCH,12450 ESSINGTON RD,PLAINFIELD,IL,WILL
ALGONQUIN ROAD ELEM SCHOOL,975 ALGONQUIN RD,FOX RIVER GROVE,IL,MCHENRY
MARQUETTE ELEM SCHOOL,8500 VICTORY LN,MACHESNEY PARK,IL,WINNEBAGO
WEST PRAIRIE MIDDLE SCHOOL,600 S HUN ST,COLCHESTER,IL,MCDONOUGH
SIMEON CAREER ACADEMY HIGH SCHOOL,8147 S VINCENNES AVE,CHICAGO,IL,COOK
OKAW VALLEY HIGH SCHOOL,PO BOX 249,BETHANY,IL,MOULTRIE
EDISON MIDDLE SCHOOL,1125 S WHEATON AVE,WHEATON,IL,DUPAGE
ROBERT C HILL ELEM SCHOOL,616 DALHART AVE,ROMEOVILLE,IL,WILL
TIMBER RIDGE SCHOOL,201 S EVANSTON AVE,ARLINGTON HEIGHTS,IL,COOK
HENKING ELEM SCHOOL,2941 LINNEMAN ST,GLENVIEW,IL,COOK
CLEMENTE COMMUNITY ACADEMY HS,1147 N WESTERN AVE,CHICAGO,IL,COOK
HAWTHORNE ELEM SCHOLASTIC ACADEMY,3319 N CLIFTON AVE,CHICAGO,IL,COOK
O NEILL MIDDLE SCHOOL,635 59TH ST,DOWNERS GROVE,IL,DUPAGE
INDIAN TRAIL ELEM SCHOOL,6235 STONEWALL AVE,DOWNERS GROVE,IL,DUPAGE
THOMAS METCALF SCHOOL,ISU CAMPUS BOX 7000,NORMAL,IL,MCLEAN
PETER J PALOMBI SCHOOL,133 MCKINLEY AVE,LAKE VILLA,IL,LAKE
CENTRAL SCHOOL,620 GREENWOOD AVE,GLENCOE,IL,COOK
CARMI-WHITE COUNTY HIGH SCHOOL,800 W MAIN ST,CARMI,IL,WHITE
CLIFFORD P CARLSON ELEM SCHOOL,4015 PEPPER DR,ROCKFORD,IL,WINNEBAGO
J W ROBINSON JR ELEM SCHOOL,4431 GAGE AVE,LYONS,IL,COOK
HARDING PRIMARY SCHOOL,415 E 9TH AVE,MONMOUTH,IL,WARREN
BASS ELEM SCHOOL,1140 W 66TH ST,CHICAGO,IL,COOK
JAMES WHITCOMB RILEY SCHOOL,1209 E BURR OAK DR,ARLINGTON HEIGHTS,IL,COOK
OAKDALE ELEM SCHOOL,2230 N MCAREE RD,WAUKEGAN,IL,LAKE
WASHINGTON ELEM SCHOOL,122 S GARFIELD AVE,MUNDELEIN,IL,LAKE
JACKSONVILLE HIGH SCHOOL,1211 N DIAMOND ST,JACKSONVILLE,IL,MORGAN
VIVIAN ADAMS EARLY CHILD CTR,501 KATE DUNHAM PL,EAST SAINT LOUIS,IL,ST. CLAIR
PLANO MIDDLE SCHOOL,804 S HALE ST,PLANO,IL,KENDALL
AUX SABLE,1004 MISTY CREEK DR,MINOOKA,IL,GRUNDY
COOLIDGE MIDDLE SCHOOL,15500 7TH AVE,PHOENIX,IL,COOK
ILLINOIS PARK ELEM SCHOOL,1350 WING ST,ELGIN,IL,KANE
ROBEIN ELEM SCHOOL,200 CAMPUS AVE,EAST PEORIA,IL,TAZEWELL
EAST SIDE INTERMEDIATE SCHOOL,315 E CHURCH ST,HARRISBURG,IL,SALINE
COVENTRY ELEM SCHOOL,820 DARLINGTON LN,CRYSTAL LAKE,IL,MCHENRY
MARY MORGAN ELEM SCH,420 N COLFAX ST,BYRON,IL,OGLE
JEFFERSON MIDDLE SCHOOL,255 W VERMONT ST,VILLA PARK,IL,DUPAGE
RAY ELEM SCHOOL,5631 S KIMBARK AVE,CHICAGO,IL,COOK
BELL-GRAHAM ELEMENTARY SCHOOL,4N505 FOX MILL BLVD,ST CHARLES,IL,KANE
MAIN STREET ELEMENTARY SCHOOL,225 W MAIN ST,SHELBYVILLE,IL,SHELBY
GRAYVILLE JR SR HIGH SCHOOL,728 W NORTH ST,GRAYVILLE,IL,WHITE
AVON ELEM SCH,320 E WOODS ST,AVON,IL,FULTON
HODGKINS ELEM SCHOOL,6516 KANE AVE,HODGKINS,IL,COOK
TRI-VALLEY ELEM SCHOOL,409 E WASHINGTON ST,DOWNS,IL,MCLEAN
FULLER ELEM SCHOOL,4214 S ST LAWRENCE,CHICAGO,IL,COOK
CHURCHILL JR HIGH SCHOOL,905 MAPLE AVE,GALESBURG,IL,KNOX
MERIDIAN ELEMENTARY SCHOOL,1401 MOUNDS RD,MOUNDS,IL,PULASKI
RILEY COMM CONS SCHOOL,9406 RILEY RD,MARENGO,IL,MCHENRY
DIXON ELEM SCHOOL,8306 S ST LAWRENCE,CHICAGO,IL,COOK
PAXTON-BUCKLEY-LODA JR HIGH SCH,PO BOX 50,PAXTON,IL,FORD
CHANEY-MONGE SCHOOL,400 ELSIE AVE,CREST HILL,IL,WILL
NORTHEAST ELEM SCHOOL,9058 S CALIFORNIA,EVERGREEN PARK,IL,COOK
CALDWELL ELEM ACAD OF MATH & SCI,8546 S CREGIER AVE,CHICAGO,IL,COOK
HALEY ELEM ACADEMY,11411 S EGGLESTON AV,CHICAGO,IL,COOK
SCHILLER ELEM SCHOOL,800 W 4TH ST,CENTRALIA,IL,CLINTON
CENTRAL PRIMARY SCH,1400 NEWCASTLE RD,WASHINGTON,IL,TAZEWELL
RICHARD IRA JONES MIDDLE SCHOOL,15320 W WALLIN DR,PLAINFIELD,IL,WILL
WILLARD ELEM SCHOOL,1616 16TH ST,MOLINE,IL,ROCK ISLAND
NEW ATHENS HIGH SCHOOL,501 HANFT ST,NEW ATHENS,IL,ST. CLAIR
COOPER MIDDLE SCHOOL,1050 PLUM GROVE CIR,BUFFALO GROVE,IL,COOK
POTOMAC ELEM SCHOOL,7915 US ROUTE 136,POTOMAC,IL,VERMILION
KAREL HAVLICEK ELEM SCHOOL,6401 15TH ST,BERWYN,IL,COOK
BURR OAK ELEM SCHOOL,1440 W 125TH ST,CALUMET PARK,IL,COOK
GRANTFORK UPPER ELEMENTARY SCH,206 N MULBERRY ST,HIGHLAND,IL,MADISON
BARRY ELEM SCHOOL,2828 N KILBOURN AVE,CHICAGO,IL,COOK
BELMONT-CRAGIN ELEM SCHOOL,5252 W PALMER ST,CHICAGO,IL,COOK
CASTELLANOS ELEM SCHOOL,2524 S CENTRAL PARK,CHICAGO,IL,COOK
CENTRAL ELEM SCHOOL,61 WOODSIDE RD,RIVERSIDE,IL,COOK
HEATHER HILL ELEM SCHOOL,1439 LAWRENCE CRES,FLOSSMOOR,IL,COOK
ROCK RIVER CHALLENGE,PO BOX 91,CHANA,IL,OGLE
JOHNSTON CITY HIGH SCHOOL,1500 JEFFERSON AVE,JOHNSTON CITY,IL,WILLIAMSON
LASALLE II LANG ACAD ELEM SCH,1148 N HONORE ST,CHICAGO,IL,COOK
WESTMONT JR HIGH SCHOOL,944 OAKWOOD DR,WESTMONT,IL,DUPAGE
PARIS COOPERATIVE HIGH SCHOOL 4,14040 E 1200TH RD,PARIS,IL,EDGAR
STEM MAGNET ACADEMY ELEM,1522 W FILLMORE ST,CHICAGO,IL,COOK
MONROE ELEM SCHOOL,301 E MONROE AVE,CASEY,IL,CLARK
HARLAN COMMUNITY ACADEMY HS,9652 S MICHIGAN AVE,CHICAGO,IL,COOK
VON STEUBEN METRO SCIENCE HS,5039 N KIMBALL AVE,CHICAGO,IL,COOK
HEARST ELEM SCHOOL,4640 S LAMON AVE,CHICAGO,IL,COOK
NORTHWESTERN ELEM SCHOOL,30953 ROUTE 111,PALMYRA,IL,MACOUPIN
GROVE JR HIGH SCHOOL,777 W ELK GROVE BLVD,ELK GROVE VILLAGE,IL,COOK
CHAMPAIGN EARLY CHLDHD CNTR,809 N NEIL ST,CHAMPAIGN,IL,CHAMPAIGN
PARKSIDE MIDDLE SCHOOL,1800 CHURCH ST,PERU,IL,LASALLE
VICK EARLY CHILDHOOD & FAMILY CTR,2554 W 113TH ST,CHICAGO,IL,COOK
KIMBALL HILL ELEM SCHOOL,2905 MEADOW DR,ROLLING MEADOWS,IL,COOK
ELMWOOD PARK HIGH SCHOOL,8201 W FULLERTON AVE,ELMWOOD PARK,IL,COOK
HINSDALE SOUTH HIGH SCHOOL,7401 CLARENDON HILLS,DARIEN,IL,DUPAGE
TREATMENT & LEARNING CENTER,PO BOX 259,KANSAS,IL,EDGAR
MONMOUTH-ROSEVILLE HIGH SCH,325 W 1ST AVE,MONMOUTH,IL,WARREN
NORTH SHORE ACADEMY ELEM,255 REVERE DR,NORTHBROOK,IL,COOK
AUSTIN BUS & ENTREPRENEURSHIP HS,231 N PINE AVE,CHICAGO,IL,COOK
HERITAGE LAKES ELEM SCHOOL,925 WOODHILL DR,CAROL STREAM,IL,DUPAGE
WALTER F FIERKE ED CENTER,6535 VICTORIA DR,OAK FOREST,IL,COOK
NORTH SHORE ACADEMY,760 RED OAK LN,HIGHLAND PARK,IL,LAKE
YBMC CHARTER SCH,360 WYLIE DR STE 305,NORMAL,IL,MCLEAN
JOHNS HILL MAGNET SCHOOL,1025 E JOHNS AVE,DECATUR,IL,MACON
RAMSEY HIGH SCHOOL,702 W 6TH ST,RAMSEY,IL,FAYETTE
WENTWORTH JR HIGH SCHOOL,560 SUPERIOR AVE,CALUMET CITY,IL,COOK
MASSAC JR HIGH SCHOOL,3028 OLD MARION RD,METROPOLIS,IL,MASSAC
HELEN KELLER ELEM SCHOOL,7846 163RD ST,TINLEY PARK,IL,COOK
BARBARA B ROSE ELEM SCHOOL,61 W PENNY RD,SOUTH BARRINGTON,IL,COOK
PENN ELEM SCHOOL,1616 S AVERS AVE,CHICAGO,IL,COOK
WORLD LANGUAGE HIGH SCHOOL,3120 S KOSTNER AVE,CHICAGO,IL,COOK
PARK JUNIOR HIGH SCHOOL,325 N PARK RD,LA GRANGE PARK,IL,COOK
BONNIE MCBETH LEARNING CTR,15730 S HOWARD ST,PLAINFIELD,IL,WILL
LAWN MANOR SCHOOL,4300 W 108TH PL,OAK LAWN,IL,COOK
MADISON STUDENT SUPPORT CENTER,1634 7TH ST,MADISON,IL,MADISON
PRAIRIE VIEW MIDDLE SCHOOL,8500 175TH ST,TINLEY PARK,IL,COOK
DOROTHY SIMON ELEM SCHOOL,309 S BENTON ST,WINNEBAGO,IL,WINNEBAGO
DAKOTA ELEMENTARY SCHOOL,400 CAMPUS DR,DAKOTA,IL,STEPHENSON
EDGEBROOK ELEM SCHOOL,701 N GREEN ST,MCHENRY,IL,MCHENRY
WOODLAND PRIMARY SCHOOL,17366 W GAGES LK RD,GAGES LAKE,IL,LAKE
SETH WHITMAN ELEM SCH,8989 BELOIT RD,BELVIDERE,IL,BOONE
PALOS WEST ELEMENTARY SCHOOL,12700 S 104TH AVE,PALOS PARK,IL,COOK
SANDBURG ELEM SCHOOL,14500 MYRTLE AVE,HARVEY,IL,COOK
GREENBRIAR ELEM SCHOOL,101 W GREENBRIAR AVE,CHICAGO HEIGHTS,IL,COOK
PEOTONE INTERMEDIATE CENTER,9526 W MNHATN MNEE,FRANKFORT,IL,WILL
INDIAN HILL ELEM SCHOOL,1920 LOTUS DR,ROUND LAKE HEIGHT,IL,LAKE
SOUTHBURY ELEM SCHOOL,820 PRESTON LN,OSWEGO,IL,KENDALL
MEADOW GLENS ELEMENTARY SCHOOL,1150 MUIRHEAD AVE,NAPERVILLE,IL,DUPAGE
BOGAN HIGH SCHOOL,3939 W 79TH ST,CHICAGO,IL,COOK
FARNSWORTH ELEM SCHOOL,5414 N LINDER AVE,CHICAGO,IL,COOK
ENDERS-SALK ELEM SCHOOL,345 N SALEM DR,SCHAUMBURG,IL,COOK
NORTHVIEW ELEM SCHOOL,2100 PLUM STREET,PERU,IL,LASALLE
CENTRAL ELEM SCHOOL,444 N 8TH ST,ROCHELLE,IL,OGLE
NIGHTINGALE ELEM SCHOOL,5250 S ROCKWELL ST,CHICAGO,IL,COOK
JAMES HART SCHOOL,18220 MORGAN ST,HOMEWOOD,IL,COOK
GAGE PARK HIGH SCHOOL,5630 S ROCKWELL ST,CHICAGO,IL,COOK
SHILOH HIGH SCHOOL,21751 N 575TH ST,HUME,IL,EDGAR
RIVER VALLEY SCHOOL,15425 E 127TH ST,LEMONT,IL,COOK
GARD ELEMENTARY SCHOOL,400 E 15TH ST,BEARDSTOWN,IL,CASS
ROBERT FROST JHS,320 W WISE RD,SCHAUMBURG,IL,COOK
PRAIRIE CENTRAL PRIMARY EAST,PO BOX 816,CHATSWORTH,IL,LIVINGSTON
DANIEL WRIGHT JR HIGH SCHOOL,1370 N RIVERWOODS RD,LINCOLNSHIRE,IL,LAKE
NORMAL COMMUNITY WEST HIGH SCHOOL,501 N PARKSIDE RD,NORMAL,IL,MCLEAN
BRIARGATE ELEM SCHOOL,100 S WULFF ST,CARY,IL,MCHENRY
JULIA S MOLLOY EDUCATION CENTER,8701 MENARD AVE,MORTON GROVE,IL,COOK
OLD QUARRY MIDDLE SCH,16100 W 127TH ST,LEMONT,IL,COOK
REBA O STECK ELEMENTARY SCHOOL,460 INVERNESS DR,AURORA,IL,DUPAGE
SOUTH SHORE INTL COL PREP HS,1955 E 75TH ST,CHICAGO,IL,COOK
GLEN OAKS ELEM SCHOOL,9045 S 88TH AVE,HICKORY HILLS,IL,COOK
WEGNER ELEMENTARY SCHOOL,1180 MARCELLA LN,WEST CHICAGO,IL,DUPAGE
N O NELSON ELEM SCHOOL,1225 W HIGH ST,EDWARDSVILLE,IL,MADISON
WASHINGTON JR HIGH & ACADEMY PRGM,402 RICHARDS ST,JOLIET,IL,WILL
BRUNING ELEM SCHOOL,1910 BRUNING DR,WILMINGTON,IL,WILL
SILVER CREEK ELEMENTARY,209 N DEWEY ST,TROY,IL,MADISON
HAWTHORN MIDDLE SCHOOL SOUTH,600 N ASPEN DR,VERNON HILLS,IL,LAKE
JANE ADDAMS ELEM SCHOOL,1020 E SAYLES DR,PALATINE,IL,COOK
NORTH RIVER ELEM SCHOOL,4416 N TROY ST,CHICAGO,IL,COOK
ROBINSON ELEM SCHOOL,4225 S LAKE PARK AVE,CHICAGO,IL,COOK
JOHN L SIPLEY ELEM SCHOOL,2806 83RD ST,WOODRIDGE,IL,DUPAGE
ELDORADO ELEM SCHOOL,1100 ALEXANDER ST,ELDORADO,IL,SALINE
SCHMID ELEM SCHOOL,9755 S GREENWOOD AVE,CHICAGO,IL,COOK
EFFINGHAM JUNIOR HIGH SCHOOL,600 S HENRIETTA ST,EFFINGHAM,IL,EFFINGHAM
ELLIS ELEM SCHOOL,250 ILLINI DR,BELLEVILLE,IL,ST. CLAIR
JULIA LATHROP ELEM SCHOOL,2603 CLOVER AVE,ROCKFORD,IL,WINNEBAGO
FREEBURG ELEM SCHOOL,408 S BELLEVILLE ST,FREEBURG,IL,ST. CLAIR
HERZL ELEM SCHOOL,3711 W DOUGLAS BLVD,CHICAGO,IL,COOK
U S GRANT ELEM SCHOOL,2712 MILLER AVE,SOUTH CHICAGO HEI,IL,COOK
ILLINI WEST HIGH SCHOOL,600 MILLER ST,CARTHAGE,IL,HANCOCK
MASSAC COUNTY HIGH SCHOOL,2841 OLD MARION RD,METROPOLIS,IL,MASSAC
LLOYD ELEM SCHOOL,2103 N LAMON AVE,CHICAGO,IL,COOK
POSEN ELEM SCHOOL,14545 S CALIFORNIA,POSEN,IL,COOK
JUVENILE DETENTION CENTER,400 ART BARTELL RD,URBANA,IL,CHAMPAIGN
LOCKE A ELEM CHARTER ACADEMY,3141 W JACKSON BLVD,CHICAGO,IL,COOK
OLIVER W HOLMES ELEM SCHOOL,508 N KENILWORTH AVE,OAK PARK,IL,COOK
HEFFERAN ELEM SCHOOL,4409 W WILCOX ST,CHICAGO,IL,COOK
EVERETT DIRKSEN ELEMENTARY SCH,116 W BEECH DR,SCHAUMBURG,IL,COOK
MARY MILLER JUNIOR HIGH SCHOOL,414 W WEST ST,GEORGETOWN,IL,VERMILION
CARMI WHITE CNTY JR HIGH SCH,800 W MAIN ST,CARMI,IL,WHITE
GRAYSLAKE EARLY CHILDHOOD,103 E BELVIDERE RD,HAINESVILLE,IL,LAKE
PROVISO EAST HIGH SCHOOL,807 S 1ST AVE,MAYWOOD,IL,COOK
BECKEMEYER ELEM SCHOOL,1035 SEYMOUR AVE,HILLSBORO,IL,MONTGOMERY
HOYLETON EDUCATION CENTER,350 N MAIN ST,HOYLETON,IL,WASHINGTON
RICKOVER JR HIGH SCHOOL,22151 TORRENCE AVE,SAUK VILLAGE,IL,COOK
PICCOLO ELEM SPECIALTY SCHOOL,1040 N KEELER AVE,CHICAGO,IL,COOK
WESTERN AVENUE ELEM SCHOOL,940 WESTERN AVE,FLOSSMOOR,IL,COOK
LEARN CHARTER SCHOOLS,1132 S HOMAN AVE,CHICAGO,IL,COOK
LIBERTY ELEM SCHOOL,1375 W BARTLETT RD,BARTLETT,IL,COOK
HARRY E FRY SCHOOL,7805 MOBILE AVE,BURBANK,IL,COOK
FABYAN ELEMENTARY SCHOOL,OS350 GRENGS LN,GENEVA,IL,KANE
EWING-NORTHERN ELEM SCHOOL,51 N MAIN ST,EWING,IL,FRANKLIN
RICHARD F BERNOTAS MIDDLE SCH,170 N OAK ST,CRYSTAL LAKE,IL,MCHENRY
GREENFIELD ELEM SCHOOL,115 PRAIRIE ST,GREENFIELD,IL,GREENE
EDGEWOOD MIDDLE SCHOOL,929 EDGEWOOD RD,HIGHLAND PARK,IL,LAKE
ROBERT E ABBOTT MIDDLE SCHOOL,1319 WASHINGTON ST,WAUKEGAN,IL,LAKE
WORTH ELEM SCHOOL,11158 S OAK PARK AVE,WORTH,IL,COOK
ALBERT EINSTEIN ELEM SCHOOL,1100 LAURIE LN,HANOVER PARK,IL,COOK
J B NELSON ELEM SCHOOL,334 WILLIAM WOOD LN,BATAVIA,IL,KANE
SHILOH PARK ELEM SCHOOL,2635 GABRIEL AVE,ZION,IL,LAKE
WESTCOTT ELEM SCHOOL,409 W 80TH ST,CHICAGO,IL,COOK
MAYS ELEM ACADEMY,6656 S NORMAL BLVD,CHICAGO,IL,COOK
LEGACY ELEM CHARTER SCHOOL,4217 W 18TH ST,CHICAGO,IL,COOK
OWEN ELEMENTARY SCHOOL,1560 WESTGLEN DR,NAPERVILLE,IL,DUPAGE
EVERETT ELEM SCHOOL,1111 EVERETT SCH RD,LAKE FOREST,IL,LAKE
ALTON MIDDLE SCHOOL,2200 COLLEGE AVE,ALTON,IL,MADISON
ROSELLE MIDDLE SCHOOL,500 S PARK ST,ROSELLE,IL,DUPAGE
WASHINGTON G HIGH SCHOOL,3535 E 114TH ST,CHICAGO,IL,COOK
MCDOWELL ELEM SCHOOL,1419 E 89TH ST,CHICAGO,IL,COOK
OHIO COM CONS GRADE SCHOOL,PO BOX 478,OHIO,IL,BUREAU
SANDBURG MIDDLE SCHOOL,345 E ST CHARLES RD,ELMHURST,IL,DUPAGE
LOVETT ELEM SCHOOL,6333 W BLOOMINGDALE,CHICAGO,IL,COOK
MADISON ELEMENTARY SCHOOL,150 W MADISON ST,LOMBARD,IL,DUPAGE
MANHATTAN JR HIGH SCHOOL,15606 W SMITH RD,MANHATTAN,IL,WILL
KING ACADEMY OF SOCIAL JUSTICE,644 W 71ST ST,CHICAGO,IL,COOK
IROQUOIS WEST ELEM SCHOOL/GILMAN,PO BOX 67,GILMAN,IL,IROQUOIS
AUX SABLE MIDDLE SCH,2001 WILDSPRING PKWY,JOLIET,IL,KENDALL
FOX CREEK ELEMENTARY SCHOOL,3910 TIMBERWOLF TRL,BLOOMINGTON,IL,MCLEAN
BLACKHAWK PRIMARY CENTER,130 BLACKHAWK DR,PARK FOREST,IL,COOK
MERCER COUNTY INTERMEDIATE SCHOOL,1002 SW 6TH ST,ALEDO,IL,MERCER
C E MILLER ELEM SCHOOL,125 W TRAUBE AVE,WESTMONT,IL,DUPAGE
COOLIDGE RSSP,3428 AVE OF CITIES,MOLINE,IL,ROCK ISLAND
MCELVAIN SCHOOL,593 AVA RD,MURPHYSBORO,IL,JACKSON
HORIZON SCIENCE ACAD-BELMONT,2456 N MANGO AVE,CHICAGO,IL,COOK
EARLE ELEM SCHOOL,2040 W 62ND ST,CHICAGO,IL,COOK
OAKWOOD JUNIOR HIGH SCHOOL,21600 N 900 EAST RD,DANVILLE,IL,VERMILION
LINCOLN PARK HIGH SCHOOL,2001 N ORCHARD ST,CHICAGO,IL,COOK
NEW BOSTON ELEM SCHOOL,301 JEFFERSON ST,NEW BOSTON,IL,MERCER
PARKSIDE PRIMARY SCHOOL,600 E CENTRAL ST,BETHALTO,IL,MADISON
RIVERDALE SCHOOL,325 W 142ND ST,RIVERDALE,IL,COOK
GRAND RIDGE SCHOOL,400 W MAIN ST,GRAND RIDGE,IL,LASALLE
NAVAJO HEIGHTS ELEM SCHOOL,12401 S OAK PARK AVE,PALOS HEIGHTS,IL,COOK
TROY CRAUGHWELL SCHOOL,3333 BLACK RD,JOLIET,IL,WILL
MOSSVILLE JR HIGH,PO BOX 178,MOSSVILLE,IL,PEORIA
CENTRAL MIDDLE SCHOOL,18146 OAK PARK AVE,TINLEY PARK,IL,COOK
CHILD SERVICE CENTER PRESCHOOL,1480 RECKINGER RD,AURORA,IL,KANE
HICKORY POINT ELEM SCHOOL,500 LABURNUM DR,NORTHBROOK,IL,COOK
PRESCOTT ELEM SCHOOL,1632 W WRIGHTWOOD AV,CHICAGO,IL,COOK
HOFFMAN ELEM SCHOOL,2000 HARRISON ST,GLENVIEW,IL,COOK
ESTELLE KAMPMEYER ELEM SCHOOL,707 N SMILEY ST,O FALLON,IL,ST. CLAIR
PATOKA JR HIGH SCHOOL,1220 KINOKA RD,PATOKA,IL,MARION
ELMWOOD ELEM SCHOOL,2319 N 76TH AVE,ELMWOOD PARK,IL,COOK
NEIL ARMSTRONG ELEM SCHOOL,1320 KINGSDALE RD,HOFFMAN ESTATES,IL,COOK
BERRIAN SCHOOL,1327 S 8TH ST,QUINCY,IL,ADAMS
GALLATIN JUNIOR HIGH SCHOOL,5175 HIGHWAY 13,JUNCTION,IL,GALLATIN
CLARK ACAD PREP MAGNET HIGH SCHL,5101 W HARRISON ST,CHICAGO,IL,COOK
BUSHNELL-PRAIRIE CITY ELEM SCH,345 E HESS ST,BUSHNELL,IL,MCDONOUGH
CULLEN ELEM SCHOOL,10650 S EBERHART AVE,CHICAGO,IL,COOK
I KAN REGIONAL ALTERNATVE ATT CTR,50 W INDUSTRIAL DR,KANKAKEE,IL,KANKAKEE
NAPER ELEM SCHOOL,39 S EAGLE ST,NAPERVILLE,IL,DUPAGE
LAKEVIEW JR HIGH SCHOOL,701 PLAINFIELD RD,DOWNERS GROVE,IL,DUPAGE
MAPLE ELEM SCHOOL,1405 MAPLE AVE,LOVES PARK,IL,WINNEBAGO
BARACK H OBAMA LEARNING ACADEMY,16448 S PARK AVE,MARKHAM,IL,COOK
EAST DUBUQUE ELEM SCHOOL,100 N SCHOOL RD,EAST DUBUQUE,IL,JO DAVIESS
TRI-POINT JR HIGH/ELEMENTARY,PO BOX 158,PIPER CITY,IL,FORD
LUNDAHL MIDDLE SCHOOL,560 NASH RD,CRYSTAL LAKE,IL,MCHENRY
CENTER STREET ELEM SCHOOL,200 W CENTER ST,FAIRFIELD,IL,WAYNE
MIRELES ELEM ACADEMY,9000 S EXCHANGE AVE,CHICAGO,IL,COOK
RICHLAND COUNTY HIGH SCHOOL,1200 E LAUREL ST,OLNEY,IL,RICHLAND
BARTONVILLE ELEM SCHOOL,6000 S ADAMS ST,BARTONVILLE,IL,PEORIA
HAWTHORN ELEM SCHOOL SOUTH,430 N ASPEN DR,VERNON HILLS,IL,LAKE
HOMETOWN ELEM SCHOOL,8870 S DUFFY AVE,HOMETOWN,IL,COOK
ARMSTRONG G ELEM INTL STUDIES,2110 W GREENLEAF AVE,CHICAGO,IL,COOK
CLINTON ELEM SCHOOL,770 MILL ST,SOUTH ELGIN,IL,KANE
NEW FIELD ELEM SCHOOL,1707 W MORSE AVE,CHICAGO,IL,COOK
SPEED PROGRAM FOR ADAPTIVE LEARN,1125 DIVISION ST,CHICAGO HEIGHTS,IL,COOK
EASTVIEW MIDDLE SCHOOL,321 N OAK AVE,BARTLETT,IL,COOK
HAWTHORN ELEM SCHOOL,1300 HAWTHORN RD,SALEM,IL,MARION
BELVIDERE NORTH HIGH SCH,9393 BELOIT RD,BELVIDERE,IL,BOONE
CURRIER ELEMENTARY SCHOOL,800 GARYS MILL RD,WEST CHICAGO,IL,DUPAGE
NASHVILLE COMM HIGH SCHOOL,1300 S MILL ST,NASHVILLE,IL,WASHINGTON
J LEIGH ELEM SCHOOL,8151 W LAWRENCE AVE,NORRIDGE,IL,COOK
SPENCER TECHNOLOGY ACAD ELEM SCH,214 N LAVERGNE AVE,CHICAGO,IL,COOK
ARBOR PARK MIDDLE SCHOOL,17303 CENTRAL AVE,OAK FOREST,IL,COOK
FOREST VIEW ELEM SCHOOL,1901 W ESTATES DR,MT PROSPECT,IL,COOK
HOME ELEM SCHOOL,4400 HOME AVE,STICKNEY,IL,COOK
HARRY D JACOBS HIGH SCHOOL,2601 BUNKER HILL DR,ALGONQUIN,IL,MCHENRY
RESKIN ELEM SCHOOL,1555 ARDMORE AVE,GLENDALE HEIGHTS,IL,DUPAGE
RILEY PRESCHOOL,16001 LINCOLN AVE,HARVEY,IL,COOK
PEOTONE ELEM SCHOOL,426 N CONRAD ST,PEOTONE,IL,WILL
